City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
329,fisterra,42.9049,-9.2629,12.08,85,1,5.46,ES,1712456005
330,serenje,-13.2325,30.2352,18.06,94,100,1.9,ZM,1712456005
331,labuan bajo,-8.4964,119.8877,28.07,82,100,2.41,ID,1712455765
332,coxen hole,16.3244,-86.5366,26.6,83,40,6.69,HN,1712456005
333,tsengel,49.4783,100.8894,7.77,49,50,0.96,MN,1712456005
334,toguchin,55.2353,84.3858,3.68,96,79,6.72,RU,1712456005
335,deder,9.3167,41.45,15.55,73,65,1.88,ET,1712456006
336,kalmunai,7.4167,81.8167,27.45,80,100,1.97,LK,1712455758
337,pedernales,18.0384,-71.744,27.34,77,29,1.52,DO,1712456006
338,santa cruz,-17.8,-63.1667,25.7,94,100,2.06,BO,1712455944
339,turinskaya sloboda,57.6232,64.3858,-5.08,62,99,4.53,RU,1712456006
340,island harbour,50.724,-1.2758,12.31,84,5,5.81,GB,1712456006
341,vozhega,60.4725,40.2213,0.33,96,100,3.61,RU,1712456006
342,hede,33.7681,120.2517,17.96,53,100,3.43,CN,1712456006
343,babayevo,59.3936,35.9371,0.42,97,100,2.84,RU,1712456006
344,ghat,24.9647,10.1728,22.03,13,3,1.47,LY,1712456006
345,arkalyk,50.2486,66.9114,4.5,90,100,4.82,KZ,1712456006
346,hobyo,5.3505,48.5268,27.77,73,98,5.02,SO,1712456006
347,yanchep,-31.55,115.6833,31.18,23,0,3.51,AU,1712456006
348,callao,-12.0667,-77.15,24.84,78,0,6.17,PE,1712456006
349,ola,59.5833,151.2833,-1.59,76,9,1.27,RU,1712456006
350,remire-montjoly,4.9167,-52.2667,26.02,89,0,0.0,GF,1712456006
351,nova vicosa,-17.8919,-39.3719,25.04,63,1,4.61,BR,1712456007
352,pucon,-39.2822,-71.9543,10.86,91,47,1.47,CL,1712455892
353,fortaleza,-3.7227,-38.5247,28.07,83,20,1.03,BR,1712455788
354,waingapu,-9.6567,120.2641,29.88,74,99,3.65,ID,1712456007
355,keflavik,64.0049,-22.5624,-1.76,64,0,9.77,IS,1712456007
356,north bend,43.4065,-124.2243,10.55,93,100,4.63,US,1712455872
357,yatou,37.15,122.3833,21.76,35,59,2.44,CN,1712456007
358,macau,22.2006,113.5461,27.89,89,40,4.63,MO,1712455807
